"region","year","avgtmp","tmax","tmin","avgprecip","totalprecip","pmax","pmin","total","drought","drought_percent"
"Acre","2012",26.3958337647574,31.6648814451127,21.174405166081,160.851788004239,27023.1003847122,341.899993896484,11.8000001907349,168,20,0.119047619047619
"Acre","2013",26.2452384630839,31.5095242545718,21.0285717873346,169.054169087183,28401.1004066467,365.899993896484,13.9000005722046,168,7,0.0416666666666667
"Acre","2014",26.4541670367831,31.7136910642896,21.2404765969231,187.822621799651,31554.2004623413,421.300018310547,22.8999996185303,168,8,0.0476190476190476
"Acre","2015",26.9023813520159,32.1702385970524,21.6803575243269,160.129168964568,26901.7003860474,401.600006103516,22,168,9,0.0535714285714286
"Acre","2016",26.8071433135441,32.0815482707251,21.5803575288682,161.370835883277,27110.3004283905,413.200012207031,15.1000003814697,168,16,0.0952380952380952
"Acre","2017",26.6976194381714,31.9565481004261,21.4845242500305,176.327383135046,29623.0003666878,359.700012207031,5.09999990463257,168,16,0.0952380952380952
"Alagoas","1991",24.3791672388713,29.1916671593984,19.6208336353302,56.1625009427468,1347.90002262592,174.199996948242,0,24,12,0.5
"Alagoas","1992",24.4208336671193,29.2333339055379,19.6625003814697,51.429167881608,1234.30002915859,115.200004577637,1.39999997615814,24,11,0.458333333333333
"Alagoas","1993",24.9375002384186,29.75000055631,20.1791670322418,31.3125006159147,751.500014781952,77.4000015258789,7.20000028610229,24,17,0.708333333333333
"Alagoas","1994",24.5791671276093,29.3916669686635,19.8208337624868,62.1333344976107,1491.20002794266,277.899993896484,6.40000009536743,24,9,0.375
"Alagoas","1995",24.650000333786,29.4625004132589,19.8916670481364,52.6833348770936,1264.40003705025,161.400009155273,1.20000004768372,24,14,0.583333333333333
