region,year,avgtmp,tmax,tmin,avgprecip,totalprecip,pmax,pmin,total,drought,drought_percent,UF,,,,
Espirito Santo,2007,24.12361148,29.47361149,18.82361151,75.20277909,0,203.8000031,2.600000143,72,29,0.402777778,ES,,,,
Espirito Santo,2008,23.79861161,29.14861155,18.49861152,96.90833475,0,293.8999939,5.099999905,72,27,0.375,ES,,,,
Espirito Santo,2009,24.25694489,29.6069448,18.95694482,113.7458355,0,331.5,10.10000038,72,18,0.25,ES,,,,
Espirito Santo,2010,24.13055595,29.48055609,18.83055589,97.02916842,0,352.8000183,6,72,22,0.305555556,ES,,,,
Espirito Santo,2011,23.71388928,29.06388942,18.4138893,104.620836,0,346.8000183,4.599999905,72,28,0.388888889,ES,,,,
Espirito Santo,2012,24.09583365,29.44583366,18.79583367,95.12361299,0,350.3000183,7.099999905,72,20,0.277777778,ES,,,,
Espirito Santo,2013,23.94861142,29.29861151,18.64861151,96.14305667,0,302.8999939,10,72,25,0.347222222,ES,,,,
Espirito Santo,2014,24.13055592,29.48055596,18.83055594,73.64444555,0,214.5,11.10000038,72,26,0.361111111,ES,,,,
Espirito Santo,2015,24.7000005,30.0500004,19.40000031,56.72083392,0,169,8.800000191,72,25,0.347222222,ES,,,,
Espirito Santo,2016,24.50972271,29.85972285,19.20972265,76.24861203,0,260,4.599999905,72,32,0.444444444,ES,,,,
Espirito Santo,2017,24.25972252,29.60972267,18.95972248,86.12777964,0,279.1000061,10.30000019,72,14,0.194444444,ES,,,,
Goias,1991,24.35300037,30.28100044,18.47666701,136.8285022,82097.10134,415.3000183,0,600,215,0.358333333,GO,,,,
Goias,1992,24.12266706,30.06233378,18.2335003,157.8801695,94728.10173,443,0,600,194,0.323333333,GO,,,,
Goias,1993,24.4563337,30.41200042,18.55166701,119.048502,71429.10123,378.6000061,0,600,177,0.295,GO,,,,
Goias,1994,24.59400036,30.53483375,18.70433371,130.2670021,78160.20125,359.2000122,0,600,218,0.363333333,GO,,,,
Goias,1995,24.87500038,30.8090005,18.99166703,133.2615019,79956.90113,417.5,0,600,201,0.335,GO,,,,
Goias,1996,24.58500038,30.50416716,18.71583366,128.5730022,77143.80133,363.7000122,0.300000012,600,217,0.361666667,GO,,,,
Goias,1997,24.78516706,30.71933378,18.90183372,130.6268358,78376.10146,415.2000122,0,600,171,0.285,GO,,,,
Goias,1998,25.31966709,31.25283381,19.43683369,120.8168354,72490.10123,303.6000061,0.400000006,600,223,0.371666667,GO,,,,
Goias,1999,24.92450038,30.85866716,19.04116702,122.3068356,73384.10139,399.5,0,600,198,0.33,GO,,,,
Goias,2000,24.73650036,30.67066711,18.85316708,136.2171694,81730.30162,404.8000183,0,600,179,0.298333333,GO,,,,
Goias,2001,24.92683374,30.85616711,19.04883365,128.4386691,77063.20146,335.2000122,0.699999988,600,154,0.256666667,GO,,,,
Goias,2002,25.53183374,31.46283386,19.65233366,128.4463357,77067.80142,494.8000183,0,600,203,0.338333333,GO,,,,
Goias,2003,25.09716706,31.03133379,19.21383371,124.8578355,74914.70131,423.3000183,0,600,220,0.366666667,GO,,,,
Goias,2004,24.90900037,30.82816719,19.04150037,135.0050023,81003.00138,480.1000061,0,600,238,0.396666667,GO,,,,
Goias,2005,25.287167,31.22133385,19.40383371,148.8000023,89280.00137,535.5,0,600,211,0.351666667,GO,,,,
Goias,2006,25.02766701,30.96183376,19.14433368,133.4130024,80047.80142,347.8999939,0,600,195,0.325,GO,,,,
Goias,2007,25.48633373,31.42050055,19.60300034,107.421502,64452.90122,389.2000122,0,600,250,0.416666667,GO,,,,
Goias,2008,24.977667,30.91183381,19.09433373,139.4840031,83690.40185,415.8999939,0,600,216,0.36,GO,,,,
Goias,2009,25.02783369,30.96200049,19.14450037,140.0831688,84049.90129,459.5,0.300000012,600,161,0.268333333,GO,,,,
Goias,2010,25.30916704,31.24333385,19.42583367,126.1011686,75660.70117,422.8000183,0,600,231,0.385,GO,,,,
Goias,2011,24.94150037,30.87566722,19.05816703,141.6391695,84983.50167,428.5,0,600,242,0.403333333,GO,,,,
Goias,2012,25.21066705,31.14483383,19.32733372,132.7946691,79676.80144,469.8000183,0,600,194,0.323333333,GO,,,,
Goias,2013,25.17616703,31.11033377,19.29283367,136.7911685,82074.70112,537.4000244,0,600,200,0.333333333,GO,,,,
Goias,2014,25.34833369,31.28250045,19.46500041,131.9943355,79196.60131,428.5,0,600,226,0.376666667,GO,,,,
Goias,2015,25.61700037,31.55116717,19.73366704,115.6511686,69390.70119,373.8999939,0,600,209,0.348333333,GO,,,,
Goias,2016,25.73966703,31.67383389,19.85633366,116.4515017,69870.90101,561.9000244,0,600,247,0.411666667,GO,,,,
Goias,2017,25.56250038,31.49666715,19.67916701,117.3148351,70388.90104,338.8000183,0,600,228,0.38,GO,,,,
Maranhao,1991,26.83409134,32.29823293,21.42045496,104.6401535,0,542.7000122,0,396,158,0.398989899,MA,,,,
Maranhao,1992,26.87424281,32.33964703,21.45984884,106.6136383,0,659.1000366,0,396,160,0.404040404,MA,,,,
Maranhao,1993,27.09494985,32.56035413,21.68055597,105.1949513,0,394.1000061,0,396,118,0.297979798,MA,,,,
Maranhao,1994,26.68131348,32.14671768,21.26691961,131.4515176,0,498.3000183,0,396,124,0.313131313,MA,,,,
Maranhao,1995,26.97601052,32.44141478,21.56161658,133.4671741,0,493.8000183,0,396,132,0.333333333,MA,,,,
Maranhao,1996,26.9184347,32.38383898,21.5040408,132.8944468,0,704.7999878,0,396,130,0.328282828,MA,,,,
Maranhao,1997,27.10757616,32.57298042,21.69318219,121.5858607,0,579.5,0.100000001,396,151,0.381313131,MA,,,,
Maranhao,1998,27.98156604,33.44671788,22.56742463,107.0343454,0,575.9000244,0.200000003,396,141,0.356060606,MA,,,,
Maranhao,1999,27.20050542,32.66590978,21.78611145,122.0340931,0,444.6000061,0,396,132,0.333333333,MA,,,,
Maranhao,2000,26.94318221,32.40858645,21.52878818,140.6994973,0,574.4000244,0.200000003,396,115,0.29040404,MA,,,,
Maranhao,2001,27.1739903,32.63762691,21.76161658,122.3133858,0,499.8000183,0.200000003,396,132,0.333333333,MA,,,,
Maranhao,2002,27.37878825,32.84292994,21.96540438,119.7608606,0,478.8000183,0.200000003,396,111,0.28030303,MA,,,,
Maranhao,2003,27.56792965,33.03333398,22.15353574,112.8530324,0,505.1000061,0,396,137,0.345959596,MA,,,,
Maranhao,2004,27.34065694,32.8005057,21.93156599,135.9439416,0,553,0.699999988,396,139,0.351010101,MA,,,,
Maranhao,2005,27.81338425,33.2787886,22.3989903,116.6904059,0,628.9000244,0,396,151,0.381313131,MA,,,,
Maranhao,2006,27.43585895,32.90126316,22.021465,133.5424266,0,723.2000122,0.100000001,396,122,0.308080808,MA,,,,
Maranhao,2007,27.66161659,33.12702085,22.24722254,114.9505072,0,596.1000366,0.100000001,396,139,0.351010101,MA,,,,
Maranhao,2008,27.29292965,32.75833388,21.87853577,134.7025277,0,568.9000244,0,396,146,0.368686869,MA,,,,
Maranhao,2009,27.15580848,32.62121275,21.7414145,152.0651541,0,740.5,0.600000024,396,122,0.308080808,MA,,,,
Maranhao,2010,27.84570745,33.31111186,22.4313135,114.0298005,0,515.6000366,0,396,133,0.335858586,MA,,,,
Maranhao,2011,27.19015185,32.65555616,21.77575796,145.5224769,0,640,0.100000001,396,130,0.328282828,MA,,,,
Maranhao,2012,27.53863675,33.00404102,22.12424282,112.2863657,0,781.5,0.100000001,396,151,0.381313131,MA,,,,
Maranhao,2013,27.64949536,33.1148997,22.23510136,130.9750026,0,616.6000366,0.100000001,396,120,0.303030303,MA,,,,
Maranhao,2014,27.30555596,32.77096022,21.89116197,127.7823254,0,637.7000122,0.100000001,396,138,0.348484848,MA,,,,
Maranhao,2015,27.75303068,33.21843508,22.33863673,102.0765172,0,695.9000244,0.400000006,396,172,0.434343434,MA,,,,
Maranhao,2016,28.12272772,33.5881321,22.70833371,109.5399007,0,637.7000122,0.100000001,396,139,0.351010101,MA,,,,
Maranhao,2017,27.72752559,33.19292993,22.31313166,120.8436885,0,694,0,396,143,0.361111111,MA,,,,
Mato Grosso,1991,25.83033071,31.97882939,19.73220757,150.8195965,200891.7025,439.7000122,0,1332,344,0.258258258,MT,,,,
Mato Grosso,1992,25.52289828,31.65645702,19.43941474,152.7117137,203412.0026,428.3999939,0,1332,323,0.242492492,MT,,,,
Mato Grosso,1993,25.70052591,31.85480536,19.59669705,148.5179445,197825.9021,442.1000061,0,1332,319,0.239489489,MT,,,,
Mato Grosso,1994,25.99467007,32.15465525,19.88415954,155.9538303,207730.502,411,0,1332,327,0.245495495,MT,,,,
Mato Grosso,1995,25.98753791,32.1475982,19.87597637,157.5476747,209853.5028,544.7000122,0,1332,344,0.258258258,MT,,,,
Mato Grosso,1996,25.64429467,31.80292848,19.53476013,151.4322091,201707.7025,431.2000122,0,1332,340,0.255255255,MT,,,,
Mato Grosso,1997,26.16073612,32.32237293,20.04797335,152.7138906,203414.9023,496.8999939,0,1332,308,0.231231231,MT,,,,
Mato Grosso,1998,26.29114155,32.45870932,20.17222257,154.1753021,205361.5024,494.7000122,0,1332,322,0.241741742,MT,,,,
Mato Grosso,1999,26.05292831,32.21914476,19.93596134,148.3703471,197629.3023,459.6000061,0,1332,393,0.295045045,MT,,,,
Mato Grosso,2000,25.90322859,32.07087146,19.7851355,150.5876898,200582.8028,470.8000183,0,1332,342,0.256756757,MT,,,,
Mato Grosso,2001,26.01148686,32.18055618,19.89136674,155.3568336,206935.3024,445.8999939,0,1332,324,0.243243243,MT,,,,
Mato Grosso,2002,26.37485025,32.53964023,20.26058597,145.8959478,194333.4025,580.5,0,1332,323,0.242492492,MT,,,,
Mato Grosso,2003,25.97244784,32.13400957,19.86081116,151.1358127,201312.9025,511.1000061,0,1332,316,0.237237237,MT,,,,
Mato Grosso,2004,26.13093133,32.29399462,20.01666706,151.4421192,201720.9028,561,0,1332,403,0.302552553,MT,,,,
Mato Grosso,2005,26.19204241,32.35480543,20.07785322,145.3527793,193609.902,503.8000183,0,1332,332,0.249249249,MT,,,,
Mato Grosso,2006,26.09196732,32.25885944,19.97560098,151.7108877,202078.9024,458.3999939,0,1332,353,0.265015015,MT,,,,
Mato Grosso,2007,26.18596133,32.35157718,20.07012051,144.5852873,192587.6026,406,0,1332,406,0.304804805,MT,,,,
Mato Grosso,2008,25.85998537,32.02650208,19.74339378,148.9650166,198421.4022,477.5,0,1332,370,0.277777778,MT,,,,
Mato Grosso,2009,26.03250793,32.18048111,19.9335589,154.4863381,205775.8023,462.1000061,0,1332,273,0.204954955,MT,,,,
Mato Grosso,2010,26.19737274,32.35968529,20.08633669,145.2023287,193409.5018,524.2000122,0,1332,418,0.313813814,MT,,,,
Mato Grosso,2011,26.16088625,32.31839402,20.05277816,153.3921938,204318.4021,542.9000244,0,1332,398,0.298798799,MT,,,,
Mato Grosso,2012,26.10518054,32.25675736,20.00315354,145.6699716,194032.4022,449.3999939,0,1332,356,0.267267267,MT,,,,
Mato Grosso,2013,26.14159198,32.28558616,20.04669707,143.2596111,190821.802,566.4000244,0,1332,346,0.25975976,MT,,,,
Mato Grosso,2014,26.38265805,32.52379941,20.29076615,149.1532298,198672.1021,417.3999939,0,1332,322,0.241741742,MT,,,,
Mato Grosso,2015,26.57747782,32.73040604,20.4740244,145.166593,193361.9018,494.6000061,0,1332,388,0.291291291,MT,,,,
Mato Grosso,2016,26.35915954,32.52012078,20.24752291,148.497599,197798.8019,503.1000061,0,1332,345,0.259009009,MT,,,,
Mato Grosso,2017,26.41343885,32.55698262,20.3201205,149.6075842,199277.3022,453.8999939,0,1332,344,0.258258258,MT,,,,
Mato Grosso do Sul,1991,24.84583372,30.4921574,19.24828471,114.2073549,46596.60078,293.8000183,6.200000286,408,80,0.196078431,MS,,,,
Mato Grosso do Sul,1992,24.12843175,29.69338273,18.61348074,138.9727963,56700.90088,301.8999939,3.5,408,61,0.149509804,MS,,,,
Mato Grosso do Sul,1993,24.60735328,30.25955932,19.00318659,109.3397073,44610.60059,310.8999939,4.200000286,408,61,0.149509804,MS,,,,
Mato Grosso do Sul,1994,25.28872587,30.89583385,19.73088275,116.0051485,47330.1006,305.2000122,0.600000024,408,64,0.156862745,MS,,,,
Mato Grosso do Sul,1995,24.96029455,30.63725542,19.33186311,113.9735313,46501.20076,355.8000183,1.5,408,101,0.24754902,MS,,,,
Mato Grosso do Sul,1996,24.5080886,30.13455925,18.93112775,119.8058843,48880.80079,300.8000183,0.5,408,96,0.235294118,MS,,,,
Mato Grosso do Sul,1997,25.2438729,30.84681425,19.68701021,132.7076002,54144.70089,389,2.700000048,408,71,0.174019608,MS,,,,
Mato Grosso do Sul,1998,24.82720627,30.3995103,19.30220625,127.7384824,52117.30083,365.6000061,1.700000048,408,74,0.181372549,MS,,,,
Mato Grosso do Sul,1999,25.07598073,30.72647111,19.47352978,96.59338388,39410.10062,294.6000061,0.800000012,408,118,0.289215686,MS,,,,
Mato Grosso do Sul,2000,24.87205922,30.50343187,19.28995137,117.3654433,47885.10088,305.8999939,9.100000381,408,63,0.154411765,MS,,,,
Mato Grosso do Sul,2001,25.35024548,30.96078489,19.78872586,119.6463257,48815.70089,334.8999939,1.800000072,408,101,0.24754902,MS,,,,
Mato Grosso do Sul,2002,25.77181411,31.36470646,20.22745131,96.43161911,39344.1006,315,0.200000003,408,118,0.289215686,MS,,,,
Mato Grosso do Sul,2003,25.11789255,30.82303973,19.46176503,121.340443,49506.90075,402.1000061,7.099999905,408,74,0.181372549,MS,,,,
Mato Grosso do Sul,2004,24.92328468,30.59583386,19.29877487,110.9355409,45261.7007,314,3.299999952,408,87,0.213235294,MS,,,,
Mato Grosso do Sul,2005,25.0078435,30.66323587,19.40098074,106.1151979,43295.00072,358.8000183,0.5,408,99,0.242647059,MS,,,,
Mato Grosso do Sul,2006,25.23995141,30.93455936,19.59509837,119.8899532,48915.10092,365.8000183,7.900000095,408,73,0.178921569,MS,,,,
Mato Grosso do Sul,2007,25.13406899,30.7654417,19.55147092,112.1227958,45746.1007,479.2000122,0.100000001,408,125,0.306372549,MS,,,,
Mato Grosso do Sul,2008,24.93725527,30.6254907,19.29681406,109.940443,44855.70073,323.1000061,1.700000048,408,94,0.230392157,MS,,,,
Mato Grosso do Sul,2009,25.16446118,30.82107904,19.55588271,124.8826001,50952.10084,369.6000061,5.800000191,408,70,0.171568627,MS,,,,
Mato Grosso do Sul,2010,24.89215722,30.53602991,19.29362779,114.2904431,46630.50077,324.7000122,0.200000003,408,102,0.25,MS,,,,
Mato Grosso do Sul,2011,25.11250033,30.75196135,19.519118,119.5772082,48787.50095,353.3000183,3,408,101,0.24754902,MS,,,,
Mato Grosso do Sul,2012,25.49681407,31.16102993,19.88063758,111.4708352,45480.10078,354.6000061,2,408,86,0.210784314,MS,,,,
Mato Grosso do Sul,2013,25.02524548,30.69534361,19.40318664,111.1931391,45366.80077,386.2000122,4.099999905,408,74,0.181372549,MS,,,,
Mato Grosso do Sul,2014,25.55465723,31.11838287,20.0419121,124.8455901,50937.00077,309.8000183,3.799999952,408,57,0.139705882,MS,,,,
Mato Grosso do Sul,2015,25.52941218,31.05759856,20.05122586,133.1772081,54336.30089,408.6000061,2,408,62,0.151960784,MS,,,,
Mato Grosso do Sul,2016,24.92328472,30.50857902,19.3850494,125.4919136,51200.70076,376.3999939,1,408,70,0.171568627,MS,,,,
Mato Grosso do Sul,2017,25.57156896,31.16372608,20.02573565,119.4568643,48738.40064,308.8999939,0.800000012,408,72,0.176470588,MS,,,,
Minas Gerais,1991,23.17530157,28.87158676,17.53082362,111.6486966,0,477.3000183,0,996,381,0.38253012,MG,,,,
Minas Gerais,1992,23.02540198,28.775904,17.32660674,135.4167692,0,605,0,996,338,0.33935743,MG,,,,
Minas Gerais,1993,23.38012086,29.18222931,17.62941801,92.54518249,0,378.6000061,0,996,359,0.360441767,MG,,,,
Minas Gerais,1994,23.42781163,29.17700844,17.73072322,101.862552,0,383.3000183,0,996,400,0.401606426,MG,,,,
Minas Gerais,1995,23.6949803,29.42108476,18.01998029,112.8173712,0,410.5,0,996,342,0.343373494,MG,,,,
Minas Gerais,1996,23.32670721,28.99759079,17.70542203,104.0339376,0,394.6000061,0,996,358,0.359437751,MG,,,,
Minas Gerais,1997,23.53323332,29.25913694,17.85823329,111.6727931,0,400.1000061,0,996,300,0.301204819,MG,,,,
Minas Gerais,1998,24.03755058,29.76074338,18.36475938,99.17399766,0,318.7000122,0,996,390,0.391566265,MG,,,,
Minas Gerais,1999,23.54859474,29.27449838,17.87359471,102.1304235,0,398.6000061,0,996,358,0.359437751,MG,,,,
Minas Gerais,2000,23.48283167,29.20873533,17.8078317,114.6425723,0,390.2000122,0,996,352,0.353413655,MG,,,,
Minas Gerais,2001,23.80903654,29.51957868,18.14949832,104.5505037,0,363.3999939,0,996,293,0.294176707,MG,,,,
Minas Gerais,2002,24.32610482,30.0413659,18.66154654,104.0451824,0,418.3000183,0,996,389,0.390562249,MG,,,,
Minas Gerais,2003,23.93745019,29.66144621,18.26415697,97.21094539,0,680,0,996,425,0.426706827,MG,,,,
Minas Gerais,2004,23.62168714,29.2877514,18.00672725,119.2564276,0,443.7000122,0,996,384,0.385542169,MG,,,,
Minas Gerais,2005,24.0082333,29.73413697,18.33323331,126.5576327,0,535.5,0,996,361,0.362449799,MG,,,,
Minas Gerais,2006,23.78072326,29.50662698,18.10572324,116.1309257,0,401.3999939,0,996,324,0.325301205,MG,,,,
Minas Gerais,2007,24.14969918,29.87560288,18.47469913,85.91084487,0,495.3999939,0,996,448,0.449799197,MG,,,,
Minas Gerais,2008,23.70090398,29.42680765,18.02590397,119.7545201,0,510.6000061,0,996,370,0.371485944,MG,,,,
Minas Gerais,2009,23.93925741,29.66516105,18.26425739,123.3243996,0,496.5,0,996,269,0.270080321,MG,,,,
Minas Gerais,2010,24.02389596,29.74979964,18.34889592,109.4061263,0,553.7000122,0,996,371,0.37248996,MG,,,,
Minas Gerais,2011,23.62610482,29.35200847,17.95110476,118.4709861,0,610.2000122,0,996,409,0.41064257,MG,,,,
Minas Gerais,2012,23.98594414,29.71184781,18.31094414,101.4497007,0,479.1000061,0,996,377,0.378514056,MG,,,,
Minas Gerais,2013,23.86445821,29.59036182,18.18945818,111.3409656,0,537.4000244,0,996,371,0.37248996,MG,,,,
Minas Gerais,2014,24.0813257,29.8072293,18.40632567,93.06496147,0,428.5,0,996,412,0.413654618,MG,,,,
Minas Gerais,2015,24.46987994,30.19578356,18.79487986,86.07941905,0,383.7000122,0,996,381,0.38253012,MG,,,,
Minas Gerais,2016,24.43283169,30.15873542,18.75783167,93.91054368,0,561.9000244,0,996,445,0.446787149,MG,,,,
Minas Gerais,2017,24.24307267,29.96897632,18.56807259,94.75572436,0,500.3000183,0,996,379,0.380522088,MG,,,,
Para,1991,26.38939433,31.50537935,21.32333371,172.0649269,0,569.7000122,0,1320,218,0.165151515,PA,,,,
Para,1992,26.35825798,31.5078036,21.25795492,157.3721994,0,687.7999878,1,1320,228,0.172727273,PA,,,,
Para,1993,26.27681855,31.40143989,21.20272765,170.6091692,0,476,0,1320,114,0.086363636,PA,,,,
Para,1994,26.23742463,31.37189444,21.15257613,180.4707604,0,599.2999878,0,1320,133,0.100757576,PA,,,,
Para,1995,26.61901553,31.7561369,21.53204582,178.1156841,0,631.7999878,0,1320,206,0.156060606,PA,,,,
Para,1996,26.49212159,31.61166718,21.42378826,179.2511388,0,784.7999878,0,1320,183,0.138636364,PA,,,,
Para,1997,26.69106099,31.84272784,21.58992462,175.760532,0,579.5,0.100000001,1320,189,0.143181818,PA,,,,
Para,1998,27.19318219,32.4048491,22.03310642,169.1356838,0,575.9000244,0,1320,154,0.116666667,PA,,,,
Para,1999,26.55015191,31.74356112,21.40795493,175.5409872,0,517.6000366,0,1320,151,0.114393939,PA,,,,
Para,2000,26.47416706,31.66681876,21.33265188,187.7980327,0,641.2000122,0,1320,123,0.093181818,PA,,,,
Para,2001,26.69015191,31.86924299,21.5603792,172.9419716,0,499.8000183,0,1320,166,0.125757576,PA,,,,
Para,2002,26.87500034,32.02833393,21.77257612,172.1766689,0,543.2999878,0,1320,172,0.13030303,PA,,,,
Para,2003,26.96106097,32.12007634,21.85280343,166.8550024,0,505.1000061,0,1320,124,0.093939394,PA,,,,
Para,2004,26.90492463,32.0796218,21.77977312,179.7062903,0,660,0.800000012,1320,174,0.131818182,PA,,,,
Para,2005,27.19863674,32.38340972,22.06356099,180.4556841,0,628.9000244,0,1320,164,0.124242424,PA,,,,
Para,2006,26.91916704,32.10053088,21.78681858,180.9574268,0,723.2000122,0,1320,149,0.112878788,PA,,,,
Para,2007,27.00128823,32.18053087,21.87128828,173.1722751,0,617.5,0,1320,157,0.118939394,PA,,,,
Para,2008,26.73689432,31.89931875,21.62484886,181.4762143,0,568.9000244,0,1320,148,0.112121212,PA,,,,
Para,2009,26.83848524,31.98424297,21.74212158,182.1713661,0,567.7999878,0.600000024,1320,160,0.121212121,PA,,,,
Para,2010,27.22083368,32.38121272,22.11098524,176.0111387,0,544.7999878,0,1320,162,0.122727273,PA,,,,
Para,2011,26.90068218,32.01537935,21.83742464,186.8313654,0,640,0.100000001,1320,159,0.120454545,PA,,,,
Para,2012,26.90674279,32.01431875,21.8497731,174.5265172,0,781.5,0.300000012,1320,181,0.137121212,PA,,,,
Para,2013,27.09250039,32.18962178,22.04606097,184.3078051,0,642.4000244,0.100000001,1320,130,0.098484848,PA,,,,
Para,2014,26.97697007,32.06825815,21.93757616,177.266138,0,639.7000122,0.100000001,1320,163,0.123484848,PA,,,,
Para,2015,27.21363671,32.33174304,22.14401555,169.1627292,0,744.5,0.600000024,1320,236,0.178787879,PA,,,,
Para,2016,27.38151555,32.46909158,22.34469735,177.7734113,0,637.7000122,0.400000006,1320,153,0.115909091,PA,,,,
Para,2017,27.13969737,32.23378848,22.09553065,171.9335628,0,694,0,1320,172,0.13030303,PA,,,,
Paraiba,1991,25.50615979,30.58623232,20.47500037,53.3644935,14728.60021,284.8999939,0,276,162,0.586956522,PB,,,,
Paraiba,1992,25.56014533,30.64058019,20.52862362,59.64565318,16462.20028,274.8999939,0,276,152,0.550724638,PB,,,,
Paraiba,1993,26.04239168,31.1228266,21.01086991,33.40616002,9220.100165,153,0,276,186,0.673913043,PB,,,,
Paraiba,1994,25.58623225,30.66666714,20.5547105,62.43116027,17231.00023,381.7000122,0,276,135,0.489130435,PB,,,,
Paraiba,1995,25.71340615,30.79384102,20.68188447,61.84891395,17070.30025,298.3000183,0,276,144,0.52173913,PB,,,,
Paraiba,1996,25.67826125,30.75869612,20.64673952,66.36304464,18316.20032,310.8000183,0,276,124,0.449275362,PB,,,,
Paraiba,1997,25.77753656,30.85797148,20.74601491,55.2583343,15251.30027,299,0,276,152,0.550724638,PB,,,,
Paraiba,1998,26.50289899,31.58333389,21.47137719,49.74963855,13730.90024,284.3000183,0,276,144,0.52173913,PB,,,,
Paraiba,1999,25.79891344,30.87934834,20.76739172,55.25688489,15250.90023,266.5,0,276,140,0.507246377,PB,,,,
Paraiba,2000,25.52971051,30.61014541,20.49818877,72.76775479,20083.90032,475.1000061,0,276,121,0.438405797,PB,,,,
Paraiba,2001,25.78623226,30.86594255,20.75579751,60.75797179,16769.20021,435.5,0,276,138,0.5,PB,,,,
Paraiba,2002,25.7833337,30.86340628,20.7521742,70.01304475,19323.60035,551.9000244,0,276,136,0.492753623,PB,,,,
Paraiba,2003,26.00471056,31.08514545,20.97318875,59.23297217,16348.30032,275.8000183,0,276,131,0.474637681,PB,,,,
Paraiba,2004,25.65289891,30.7304353,20.62500033,74.31703017,20511.50033,549.2000122,0,276,133,0.481884058,PB,,,,
Paraiba,2005,26.15724676,31.23768167,21.125725,63.17608772,17436.60021,590.2999878,0,276,129,0.467391304,PB,,,,
Paraiba,2006,25.85652212,30.93695701,20.8250004,72.00905939,19874.50039,522.6000366,0,276,124,0.449275362,PB,,,,
Paraiba,2007,25.85507286,30.9355077,20.82355107,55.56594304,15336.20028,366.8999939,0,276,163,0.59057971,PB,,,,
Paraiba,2008,25.73478305,30.81521792,20.70326122,88.74710287,24494.20039,514.1000366,0,276,129,0.467391304,PB,,,,
Paraiba,2009,25.78695687,30.86739177,20.75543518,78.68695785,21717.60037,344,0,276,121,0.438405797,PB,,,,
Paraiba,2010,26.24130473,31.32173968,21.20978295,56.59202995,15619.40027,498.5,0,276,137,0.496376812,PB,,,,
Paraiba,2011,25.54239171,30.62282661,20.51087004,77.06956627,21271.20029,508,0,276,126,0.456521739,PB,,,,
Paraiba,2012,25.99746409,31.07789901,20.96594238,32.32572525,8921.900168,163.8000031,0,276,191,0.692028986,PB,,,,
Paraiba,2013,26.12753665,31.20797159,21.09601489,48.04782693,13261.20023,310.3999939,0,276,150,0.543478261,PB,,,,
Paraiba,2014,25.82608731,30.90652222,20.79456563,72.13514631,19909.30038,357.8999939,0,276,117,0.423913043,PB,,,,
Paraiba,2015,26.19891343,31.27934836,21.16739169,45.89637781,12667.40028,275.3000183,0,276,163,0.59057971,PB,,,,
Paraiba,2016,26.39565258,31.47608752,21.36413079,43.36014579,11967.40024,228.1000061,0,276,179,0.648550725,PB,,,,
Paraiba,2017,25.99637718,31.07681207,20.9648555,52.5865951,14513.90025,361.3999939,0,276,163,0.59057971,PB,,,,
Parana,1991,20.22348518,25.59772762,14.89696999,121.7121234,0,321.1000061,17.39999962,132,12,0.090909091,PR,,,,
Parana,1992,19.7477277,25.1371215,14.40909115,133.3151532,0,402.8999939,20.80000114,132,8,0.060606061,PR,,,,
Parana,1993,20.01212152,25.65833371,14.41515176,149.5946999,0,346,23.39999962,132,4,0.03030303,PR,,,,
Parana,1994,20.51060638,25.9333337,15.14015171,135.5977301,0,316.5,9.300000191,132,11,0.083333333,PR,,,,
Parana,1995,20.47272767,25.91969739,15.07121234,140.6318206,0,529.7999878,24.60000038,132,6,0.045454545,PR,,,,
Parana,1996,19.94090947,25.15378832,14.77121236,145.8295477,0,520.7999878,11.5,132,13,0.098484848,PR,,,,
Parana,1997,20.53560643,25.87954583,15.24469726,155.6666696,0,454.1000061,28.30000114,132,3,0.022727273,PR,,,,
Parana,1998,20.30303073,25.60000024,15.05227297,159.371215,0,444.6000061,29.39999962,132,10,0.075757576,PR,,,,
Parana,1999,20.11969734,25.52500034,14.76590933,117.7750019,0,396.3999939,2.900000095,132,11,0.083333333,PR,,,,
Parana,2000,20.1636367,25.53939434,14.83863658,132.8583357,0,298.8999939,13,132,13,0.098484848,PR,,,,
Parana,2001,20.95151547,26.28712156,15.66666698,144.2075782,0,443.1000061,32.70000076,132,5,0.037878788,PR,,,,
Parana,2002,21.30833374,26.60530345,16.06515181,136.4446994,0,339.7000122,10.40000057,132,11,0.083333333,PR,,,,
Parana,2003,20.64469729,26.0878792,15.25378812,121.7295477,0,316.8999939,19.89999962,132,11,0.083333333,PR,,,,
Parana,2004,20.2787882,25.69242459,14.91212149,129.5075781,0,355.6000061,4.5,132,15,0.113636364,PR,,,,
Parana,2005,20.6977277,26.09318227,15.34772754,136.9234869,0,385.2000122,30.80000114,132,4,0.03030303,PR,,,,
Parana,2006,20.75227305,26.19621238,15.35303064,113.318941,0,297.6000061,20.20000076,132,24,0.181818182,PR,,,,
Parana,2007,20.7174246,26.08484881,15.39924271,136.8416687,0,338.8999939,7.900000095,132,20,0.151515152,PR,,,,
Parana,2008,20.31060642,25.75454585,14.91893966,138.4803051,0,356.8000183,14.10000038,132,8,0.060606061,PR,,,,
Parana,2009,20.58030342,25.97575795,15.227273,159.3098516,0,344.2000122,25.20000076,132,4,0.03030303,PR,,,,
Parana,2010,20.39318212,25.75909131,15.07272757,156.308336,0,517.2999878,20.60000038,132,9,0.068181818,PR,,,,
