"region","UF","year","avgtmp","tmax","tmin","pmax","pmin","drought_percent","drought","total"
"Minas Gerais","MG",1995,23.6949803,29.42108476,18.01998029,410.5,0,0.343373494,342,996
"Minas Gerais","MG",1996,23.32670721,28.99759079,17.70542203,394.6000061,0,0.359437751,358,996
"Minas Gerais","MG",1997,23.53323332,29.25913694,17.85823329,400.1000061,0,0.301204819,300,996
"Minas Gerais","MG",1998,24.03755058,29.76074338,18.36475938,318.7000122,0,0.391566265,390,996
"Minas Gerais","MG",1999,23.54859474,29.27449838,17.87359471,398.6000061,0,0.359437751,358,996
"Minas Gerais","MG",2000,23.48283167,29.20873533,17.8078317,390.2000122,0,0.353413655,352,996
"Minas Gerais","MG",2001,23.80903654,29.51957868,18.14949832,363.3999939,0,0.294176707,293,996
"Minas Gerais","MG",2002,24.32610482,30.0413659,18.66154654,418.3000183,0,0.390562249,389,996
"Minas Gerais","MG",2003,23.93745019,29.66144621,18.26415697,680,0,0.426706827,425,996
"Minas Gerais","MG",2004,23.62168714,29.2877514,18.00672725,443.7000122,0,0.385542169,384,996
"Minas Gerais","MG",2005,24.0082333,29.73413697,18.33323331,535.5,0,0.362449799,361,996
"Minas Gerais","MG",2006,23.78072326,29.50662698,18.10572324,401.3999939,0,0.325301205,324,996
"Minas Gerais","MG",2007,24.14969918,29.87560288,18.47469913,495.3999939,0,0.449799197,448,996
"Minas Gerais","MG",2008,23.70090398,29.42680765,18.02590397,510.6000061,0,0.371485944,370,996
"Minas Gerais","MG",2009,23.93925741,29.66516105,18.26425739,496.5,0,0.270080321,269,996
"Minas Gerais","MG",2010,24.02389596,29.74979964,18.34889592,553.7000122,0,0.37248996,371,996
"Minas Gerais","MG",2011,23.62610482,29.35200847,17.95110476,610.2000122,0,0.41064257,409,996
"Minas Gerais","MG",2012,23.98594414,29.71184781,18.31094414,479.1000061,0,0.378514056,377,996
"Minas Gerais","MG",2013,23.86445821,29.59036182,18.18945818,537.4000244,0,0.37248996,371,996
"Minas Gerais","MG",2014,24.0813257,29.8072293,18.40632567,428.5,0,0.413654618,412,996
"Minas Gerais","MG",2015,24.46987994,30.19578356,18.79487986,383.7000122,0,0.38253012,381,996
"Minas Gerais","MG",2016,24.43283169,30.15873542,18.75783167,561.9000244,0,0.446787149,445,996
"Minas Gerais","MG",2017,24.24307267,29.96897632,18.56807259,500.3000183,0,0.380522088,379,996
"Para","PA",1991,26.38939433,31.50537935,21.32333371,569.7000122,0,0.165151515,218,1320
"Para","PA",1992,26.35825798,31.5078036,21.25795492,687.7999878,1,0.172727273,228,1320
"Para","PA",1993,26.27681855,31.40143989,21.20272765,476,0,0.086363636,114,1320
"Para","PA",1994,26.23742463,31.37189444,21.15257613,599.2999878,0,0.100757576,133,1320
"Para","PA",1995,26.61901553,31.7561369,21.53204582,631.7999878,0,0.156060606,206,1320
"Para","PA",1996,26.49212159,31.61166718,21.42378826,784.7999878,0,0.138636364,183,1320
"Para","PA",1997,26.69106099,31.84272784,21.58992462,579.5,0.100000001,0.143181818,189,1320
"Para","PA",1998,27.19318219,32.4048491,22.03310642,575.9000244,0,0.116666667,154,1320
"Para","PA",1999,26.55015191,31.74356112,21.40795493,517.6000366,0,0.114393939,151,1320
"Para","PA",2000,26.47416706,31.66681876,21.33265188,641.2000122,0,0.093181818,123,1320
"Para","PA",2001,26.69015191,31.86924299,21.5603792,499.8000183,0,0.125757576,166,1320
"Para","PA",2002,26.87500034,32.02833393,21.77257612,543.2999878,0,0.13030303,172,1320
"Para","PA",2003,26.96106097,32.12007634,21.85280343,505.1000061,0,0.093939394,124,1320
"Para","PA",2004,26.90492463,32.0796218,21.77977312,660,0.800000012,0.131818182,174,1320
"Para","PA",2005,27.19863674,32.38340972,22.06356099,628.9000244,0,0.124242424,164,1320
"Para","PA",2006,26.91916704,32.10053088,21.78681858,723.2000122,0,0.112878788,149,1320
"Para","PA",2007,27.00128823,32.18053087,21.87128828,617.5,0,0.118939394,157,1320
"Para","PA",2008,26.73689432,31.89931875,21.62484886,568.9000244,0,0.112121212,148,1320
"Para","PA",2009,26.83848524,31.98424297,21.74212158,567.7999878,0.600000024,0.121212121,160,1320
"Para","PA",2010,27.22083368,32.38121272,22.11098524,544.7999878,0,0.122727273,162,1320
"Para","PA",2011,26.90068218,32.01537935,21.83742464,640,0.100000001,0.120454545,159,1320
"Para","PA",2012,26.90674279,32.01431875,21.8497731,781.5,0.300000012,0.137121212,181,1320
"Para","PA",2013,27.09250039,32.18962178,22.04606097,642.4000244,0.100000001,0.098484848,130,1320
"Para","PA",2014,26.97697007,32.06825815,21.93757616,639.7000122,0.100000001,0.123484848,163,1320
"Para","PA",2015,27.21363671,32.33174304,22.14401555,744.5,0.600000024,0.178787879,236,1320
"Para","PA",2016,27.38151555,32.46909158,22.34469735,637.7000122,0.400000006,0.115909091,153,1320
"Para","PA",2017,27.13969737,32.23378848,22.09553065,694,0,0.13030303,172,1320
"Paraiba","PB",1991,25.50615979,30.58623232,20.47500037,284.8999939,0,0.586956522,162,276
"Paraiba","PB",1992,25.56014533,30.64058019,20.52862362,274.8999939,0,0.550724638,152,276
"Paraiba","PB",1993,26.04239168,31.1228266,21.01086991,153,0,0.673913043,186,276
"Paraiba","PB",1994,25.58623225,30.66666714,20.5547105,381.7000122,0,0.489130435,135,276
"Paraiba","PB",1995,25.71340615,30.79384102,20.68188447,298.3000183,0,0.52173913,144,276
"Paraiba","PB",1996,25.67826125,30.75869612,20.64673952,310.8000183,0,0.449275362,124,276
"Paraiba","PB",1997,25.77753656,30.85797148,20.74601491,299,0,0.550724638,152,276
"Paraiba","PB",1998,26.50289899,31.58333389,21.47137719,284.3000183,0,0.52173913,144,276
"Paraiba","PB",1999,25.79891344,30.87934834,20.76739172,266.5,0,0.507246377,140,276
"Paraiba","PB",2000,25.52971051,30.61014541,20.49818877,475.1000061,0,0.438405797,121,276
"Paraiba","PB",2001,25.78623226,30.86594255,20.75579751,435.5,0,0.5,138,276
"Paraiba","PB",2002,25.7833337,30.86340628,20.7521742,551.9000244,0,0.492753623,136,276
"Paraiba","PB",2003,26.00471056,31.08514545,20.97318875,275.8000183,0,0.474637681,131,276
"Paraiba","PB",2004,25.65289891,30.7304353,20.62500033,549.2000122,0,0.481884058,133,276
"Paraiba","PB",2005,26.15724676,31.23768167,21.125725,590.2999878,0,0.467391304,129,276
"Paraiba","PB",2006,25.85652212,30.93695701,20.8250004,522.6000366,0,0.449275362,124,276
"Paraiba","PB",2007,25.85507286,30.9355077,20.82355107,366.8999939,0,0.59057971,163,276
"Paraiba","PB",2008,25.73478305,30.81521792,20.70326122,514.1000366,0,0.467391304,129,276
"Paraiba","PB",2009,25.78695687,30.86739177,20.75543518,344,0,0.438405797,121,276
"Paraiba","PB",2010,26.24130473,31.32173968,21.20978295,498.5,0,0.496376812,137,276
"Paraiba","PB",2011,25.54239171,30.62282661,20.51087004,508,0,0.456521739,126,276
"Paraiba","PB",2012,25.99746409,31.07789901,20.96594238,163.8000031,0,0.692028986,191,276
"Paraiba","PB",2013,26.12753665,31.20797159,21.09601489,310.3999939,0,0.543478261,150,276
"Paraiba","PB",2014,25.82608731,30.90652222,20.79456563,357.8999939,0,0.423913043,117,276
"Paraiba","PB",2015,26.19891343,31.27934836,21.16739169,275.3000183,0,0.59057971,163,276
"Paraiba","PB",2016,26.39565258,31.47608752,21.36413079,228.1000061,0,0.648550725,179,276
"Paraiba","PB",2017,25.99637718,31.07681207,20.9648555,361.3999939,0,0.59057971,163,276
"Parana","PR",1991,20.22348518,25.59772762,14.89696999,321.1000061,17.39999962,0.090909091,12,132
"Parana","PR",1992,19.7477277,25.1371215,14.40909115,402.8999939,20.80000114,0.060606061,8,132
"Parana","PR",1993,20.01212152,25.65833371,14.41515176,346,23.39999962,0.03030303,4,132
"Parana","PR",1994,20.51060638,25.9333337,15.14015171,316.5,9.300000191,0.083333333,11,132
"Parana","PR",1995,20.47272767,25.91969739,15.07121234,529.7999878,24.60000038,0.045454545,6,132
"Parana","PR",1996,19.94090947,25.15378832,14.77121236,520.7999878,11.5,0.098484848,13,132
"Parana","PR",1997,20.53560643,25.87954583,15.24469726,454.1000061,28.30000114,0.022727273,3,132
"Parana","PR",1998,20.30303073,25.60000024,15.05227297,444.6000061,29.39999962,0.075757576,10,132
"Parana","PR",1999,20.11969734,25.52500034,14.76590933,396.3999939,2.900000095,0.083333333,11,132
"Parana","PR",2000,20.1636367,25.53939434,14.83863658,298.8999939,13,0.098484848,13,132
"Parana","PR",2001,20.95151547,26.28712156,15.66666698,443.1000061,32.70000076,0.037878788,5,132
"Parana","PR",2002,21.30833374,26.60530345,16.06515181,339.7000122,10.40000057,0.083333333,11,132
"Parana","PR",2003,20.64469729,26.0878792,15.25378812,316.8999939,19.89999962,0.083333333,11,132
"Parana","PR",2004,20.2787882,25.69242459,14.91212149,355.6000061,4.5,0.113636364,15,132
"Parana","PR",2005,20.6977277,26.09318227,15.34772754,385.2000122,30.80000114,0.03030303,4,132
"Parana","PR",2006,20.75227305,26.19621238,15.35303064,297.6000061,20.20000076,0.181818182,24,132
"Parana","PR",2007,20.7174246,26.08484881,15.39924271,338.8999939,7.900000095,0.151515152,20,132
"Parana","PR",2008,20.31060642,25.75454585,14.91893966,356.8000183,14.10000038,0.060606061,8,132
"Parana","PR",2009,20.58030342,25.97575795,15.227273,344.2000122,25.20000076,0.03030303,4,132
"Parana","PR",2010,20.39318212,25.75909131,15.07272757,517.2999878,20.60000038,0.068181818,9,132
"Parana","PR",2011,20.40530343,25.79545494,15.06818212,485.3999939,17.80000114,0.068181818,9,132
"Parana","PR",2012,21.09697011,26.51969743,15.73181842,328.1000061,8.300000191,0.113636364,15,132
"Parana","PR",2013,20.3545458,25.7553034,15.0045457,283.2000122,6.200000286,0.053030303,7,132
"Parana","PR",2014,21.22272763,26.54242462,15.95227307,352.5,33.40000153,0.03030303,4,132
"Parana","PR",2015,21.11515192,26.40606103,15.87575782,379,26.39999962,0.045454545,6,132
"Parana","PR",2016,20.44848519,25.79090949,15.15151539,344.1000061,27.10000038,0.03030303,4,132
"Parana","PR",2017,21.16439428,26.51515188,15.86212152,350.5,2.200000048,0.113636364,15,132
"Pernambuco","PE",1991,25.34814857,30.44305602,20.3018522,282,0,0.611111111,132,216
"Pernambuco","PE",1992,25.40787077,30.50324118,20.36064858,274.8999939,0,0.560185185,121,216
"Pernambuco","PE",1993,25.8833337,30.97870416,20.83611147,132.6999969,0,0.703703704,152,216
"Pernambuco","PE",1994,25.44074111,30.53611155,20.39351887,381.7000122,0,0.509259259,110,216
"Pernambuco","PE",1995,25.56574108,30.66111152,20.51851894,257.1000061,0,0.546296296,118,216
"Pernambuco","PE",1996,25.5208337,30.61620417,20.47361151,310.8000183,0,0.472222222,102,216
"Pernambuco","PE",1997,25.61712994,30.71250044,20.5699078,276,0,0.574074074,124,216
"Pernambuco","PE",1998,26.3490745,31.44444499,21.30185225,231.1999969,0,0.550925926,119,216
"Pernambuco","PE",1999,25.64629668,30.74166716,20.5990745,266.5,0,0.541666667,117,216
"Pernambuco","PE",2000,25.37963,30.47500045,20.33240773,301.3999939,0,0.453703704,98,216
"Pernambuco","PE",2001,25.63240781,30.72685237,20.58703747,307,0,0.527777778,114,216
"Pernambuco","PE",2002,25.6328707,30.72777828,20.5865744,388.8999939,0,0.532407407,115,216
"Pernambuco","PE",2003,25.85416712,30.94953752,20.80694479,235.9000092,0,0.50462963,109,216
"Pernambuco","PE",2004,25.50046335,30.59120424,20.45879661,423.1000061,0,0.50462963,109,216
"Pernambuco","PE",2005,25.99398186,31.08935231,20.94675961,339.8000183,0,0.486111111,105,216
"Pernambuco","PE",2006,25.70185223,30.79722273,20.65463003,323.7000122,0,0.476851852,103,216
"Pernambuco","PE",2007,25.69583373,30.79120413,20.64861149,366.8999939,0,0.611111111,132,216
"Pernambuco","PE",2008,25.580093,30.67546346,20.53287069,496.3999939,0,0.486111111,105,216
"Pernambuco","PE",2009,25.64490775,30.74027823,20.59768556,344,0,0.453703704,98,216
"Pernambuco","PE",2010,26.0773152,31.17268567,21.0300929,332.6000061,0,0.523148148,113,216
"Pernambuco","PE",2011,25.3865745,30.48194495,20.3393523,404.1000061,0,0.486111111,105,216
"Pernambuco","PE",2012,25.83240775,30.92777826,20.78518552,163.8000031,0,0.731481481,158,216
"Pernambuco","PE",2013,25.96064858,31.05601906,20.91342635,210,0,0.578703704,125,216
"Pernambuco","PE",2014,25.65925963,30.7546301,20.61203745,357.8999939,0,0.462962963,100,216
"Pernambuco","PE",2015,26.03657444,31.13194493,20.98935221,253.4000092,0,0.615740741,133,216
"Pernambuco","PE",2016,26.22963003,31.32500057,21.18240781,216.6000061,0,0.694444444,150,216
"Pernambuco","PE",2017,25.82546331,30.92083376,20.77824116,302.8999939,0,0.62962963,136,216
"Piaui","PI",1991,26.61635843,32.1382722,21.142593,389.1000061,0,0.543209877,176,324
"Piaui","PI",1992,26.68240779,32.20740795,21.20586456,354.8000183,0,0.524691358,170,324
"Piaui","PI",1993,27.00462999,32.52963021,21.5280868,256,0,0.49382716,160,324
"Piaui","PI",1994,26.52654353,32.05154375,21.05000043,493.3999939,0,0.459876543,149,324
"Piaui","PI",1995,26.76913621,32.29413642,21.292593,479.2000122,0,0.425925926,138,324
"Piaui","PI",1996,26.7061732,32.23117335,21.22963005,493,0,0.447530864,145,324
"Piaui","PI",1997,26.8765436,32.40154381,21.40000041,552.7000122,0,0.49382716,160,324
"Piaui","PI",1998,27.70864237,33.23302535,22.23271647,302.7000122,0,0.481481481,156,324
"Piaui","PI",1999,26.94814849,32.47314884,21.47160528,444.6000061,0,0.444444444,144,324
"Piaui","PI",2000,26.68950658,32.21450671,21.21296327,427.8999939,0,0.438271605,142,324
"Piaui","PI",2001,26.93765471,32.45740802,21.46697572,387.3000183,0,0.459876543,149,324
"Piaui","PI",2002,27.07253126,32.59413643,21.59907439,439.6000061,0,0.450617284,146,324
"Piaui","PI",2003,27.28302509,32.80802532,21.80648185,388.3999939,0,0.484567901,157,324
"Piaui","PI",2004,27.0040127,32.51296361,21.54351883,523.7999878,0,0.50308642,163,324
"Piaui","PI",2005,27.48179052,33.00679093,22.00524727,392,0,0.49382716,160,324
"Piaui","PI",2006,27.12592629,32.65092643,21.64938307,486.6000061,0,0.435185185,141,324
"Piaui","PI",2007,27.30123496,32.82623519,21.82469168,596.1000366,0,0.509259259,165,324
"Piaui","PI",2008,26.98209916,32.5070993,21.50555597,551.9000244,0,0.487654321,158,324
"Piaui","PI",2009,26.89938312,32.42438333,21.42283991,740.5,0,0.404320988,131,324
"Piaui","PI",2010,27.53271642,33.05771673,22.05617319,372.6000061,0,0.447530864,145,324
"Piaui","PI",2011,26.8135806,32.33858075,21.33703742,498,0,0.453703704,147,324
"Piaui","PI",2012,27.245988,32.77098826,21.76944482,363.6000061,0,0.555555556,180,324
"Piaui","PI",2013,27.34290161,32.86790199,21.86635837,372.6000061,0,0.456790123,148,324
"Piaui","PI",2014,26.99321026,32.5182105,21.516667,398,0,0.459876543,149,324
"Piaui","PI",2015,27.42469171,32.94969203,21.94814853,336.1000061,0,0.558641975,181,324
"Piaui","PI",2016,27.75956837,33.28456865,22.28302506,377.5,0,0.537037037,174,324
"Piaui","PI",2017,27.33580283,32.86080304,21.85925961,362.5,0,0.484567901,157,324
"Rio de Janeiro","RJ",1991,22.34880988,27.40000048,17.35000039,451.8000183,2.299999952,0.273809524,23,84
"Rio de Janeiro","RJ",1992,22.266667,27.45476223,17.13214311,431.8000183,1.5,0.19047619,16,84
"Rio de Janeiro","RJ",1993,22.58452425,27.97261937,17.24880986,292.8000183,3.100000143,0.285714286,24,84
"Rio de Janeiro","RJ",1994,22.54166718,27.7285718,17.40238119,352.7000122,1.899999976,0.369047619,31,84
"Rio de Janeiro","RJ",1995,22.79523847,27.90119078,17.73690513,335,2.600000143,0.25,21,84
"Rio de Janeiro","RJ",1996,22.26904812,27.18095282,17.40952418,320.5,8.100000381,0.297619048,25,84
"Rio de Janeiro","RJ",1997,22.63571469,27.74523851,17.5797623,400.1000061,4.300000191,0.273809524,23,84
"Rio de Janeiro","RJ",1998,22.94047657,28.05000026,17.88452413,276.8000183,0.5,0.285714286,24,84
"Rio de Janeiro","RJ",1999,22.38095268,27.49047663,17.32500031,314.8000183,3.200000048,0.285714286,24,84
"Rio de Janeiro","RJ",2000,22.52261938,27.63214316,17.46666694,378.2000122,0.800000012,0.297619048,25,84
"Rio de Janeiro","RJ",2001,23.08452418,28.19404784,18.02857175,363.3999939,1.100000024,0.214285714,18,84
"Rio de Janeiro","RJ",2002,23.51785767,28.62738137,18.46190509,352.3999939,0.600000024,0.369047619,31,84
"Rio de Janeiro","RJ",2003,23.05357186,28.16309586,18.00119089,680,0.900000036,0.488095238,41,84
"Rio de Janeiro","RJ",2004,22.62261952,27.72023841,17.57857175,440,0.800000012,0.273809524,23,84
"Rio de Janeiro","RJ",2005,23.07857196,28.18809562,18.02261951,348.3000183,6.700000286,0.178571429,15,84
"Rio de Janeiro","RJ",2006,22.88452416,27.99404805,17.82857183,321.8000183,2.799999952,0.285714286,24,84
"Rio de Janeiro","RJ",2007,23.15714321,28.26666709,18.10119078,319.3999939,0.5,0.369047619,31,84
"Rio de Janeiro","RJ",2008,22.70119083,27.81071461,17.6452385,510.6000061,0.400000006,0.261904762,22,84
"Rio de Janeiro","RJ",2009,23.17261948,28.28214316,18.11666694,496.5,7.099999905,0.154761905,13,84
"Rio de Janeiro","RJ",2010,23.02500029,28.13452412,17.969048,350.8000183,0.300000012,0.25,21,84
"Rio de Janeiro","RJ",2011,22.68095273,27.79047659,17.62500041,598.5,0.600000024,0.380952381,32,84
"Rio de Janeiro","RJ",2012,23.1726195,28.28214325,18.11666701,383.6000061,0.200000003,0.285714286,24,84
"Rio de Janeiro","RJ",2013,22.86547665,27.97500025,17.80952421,417.8000183,1,0.297619048,25,84
"Rio de Janeiro","RJ",2014,23.2940481,28.40357176,18.23809556,216.6000061,5.099999905,0.333333333,28,84
"Rio de Janeiro","RJ",2015,23.73928608,28.8488099,18.6833336,253.1999969,1.5,0.297619048,25,84
"Rio de Janeiro","RJ",2016,23.3797623,28.48928622,18.32380987,297.7000122,0.900000036,0.333333333,28,84
"Rio de Janeiro","RJ",2017,23.43095272,28.54047666,18.37500027,289.8999939,1.399999976,0.166666667,14,84
"Rio Grande do Norte","RN",1991,27.03500039,31.90500059,22.22000033,189.3000031,0,0.616666667,37,60
"Rio Grande do Norte","RN",1992,27.06166697,31.9316673,22.24666713,197.9000092,0,0.583333333,35,60
"Rio Grande do Norte","RN",1993,27.62500041,32.49500078,22.81000032,119.7000046,0,0.883333333,53,60
"Rio Grande do Norte","RN",1994,27.0883337,31.95833403,22.27333371,289.3999939,0,0.466666667,28,60
"Rio Grande do Norte","RN",1995,27.2200003,32.09000069,22.4050004,302.8000183,0,0.55,33,60
"Rio Grande do Norte","RN",1996,27.24833371,32.11833388,22.43333371,265.7000122,0,0.5,30,60
"Rio Grande do Norte","RN",1997,27.33500029,32.20500062,22.52000036,255.9000092,0,0.6,36,60
"Rio Grande do Norte","RN",1998,27.98333365,32.85333382,23.16833378,247.4000092,0,0.566666667,34,60
"Rio Grande do Norte","RN",1999,27.34333375,32.21333396,22.52833379,219,0,0.533333333,32,60
"Rio Grande do Norte","RN",2000,27.05000025,31.92000071,22.23500036,370.2000122,0,0.333333333,20,60
"Rio Grande do Norte","RN",2001,27.3133337,32.18333387,22.49833371,313.3999939,0,0.5,30,60
"Rio Grande do Norte","RN",2002,27.24166714,32.11166716,22.4266669,387.8000183,0,0.45,27,60
"Rio Grande do Norte","RN",2003,27.43666709,32.3066673,22.62166694,235.9000092,0,0.466666667,28,60
"Rio Grande do Norte","RN",2004,27.08166704,31.95166728,22.26666711,394.3999939,0,0.433333333,26,60
"Rio Grande do Norte","RN",2005,27.63500042,32.50500062,22.82000036,417.6000061,0,0.45,27,60
"Rio Grande do Norte","RN",2006,27.35666704,32.22666712,22.54166711,379.3000183,0,0.483333333,29,60
"Rio Grande do Norte","RN",2007,27.2983338,32.16833382,22.48333368,213,0,0.583333333,35,60
"Rio Grande do Norte","RN",2008,27.20166709,32.07166713,22.386667,411.8999939,0,0.466666667,28,60
"Rio Grande do Norte","RN",2009,27.23166717,32.10166725,22.41666702,328.5,0,0.4,24,60
"Rio Grande do Norte","RN",2010,27.75166699,32.62166754,22.936667,359.7000122,0,0.5,30,60
"Rio Grande do Norte","RN",2011,27.03333375,31.90333395,22.21833372,396.7000122,0,0.45,27,60
"Rio Grande do Norte","RN",2012,27.521667,32.39166746,22.70666707,126.7000046,0,0.65,39,60
"Rio Grande do Norte","RN",2013,27.66500041,32.53500032,22.85000038,233.5,0,0.533333333,32,60
"Rio Grande do Norte","RN",2014,27.39333372,32.26333408,22.57833389,289.5,0,0.516666667,31,60
"Rio Grande do Norte","RN",2015,27.70833371,32.57833389,22.89333375,214,0,0.566666667,34,60
"Rio Grande do Norte","RN",2016,27.8966671,32.76666743,23.08166714,192,0,0.55,33,60
"Rio Grande do Norte","RN",2017,27.56666708,32.43666741,22.75166696,273.8000183,0,0.533333333,32,60
"Rio Grande do Sul","RS",1991,20.54621241,25.89697017,15.25075783,304.1000061,6.700000286,0.075757576,10,132
"Rio Grande do Sul","RS",1992,19.84696997,24.82500042,14.91666697,342.8999939,40.79999924,0,0,132
"Rio Grande do Sul","RS",1993,20.17954584,25.48106098,14.92196995,250,29.30000114,0.060606061,8,132
"Rio Grande do Sul","RS",1994,20.75681851,25.86212171,15.70303062,339,50.10000229,0,0,132
"Rio Grande do Sul","RS",1995,20.35606095,25.86060638,14.90075787,300.1000061,20.89999962,0.037878788,5,132
"Rio Grande do Sul","RS",1996,19.89848516,25.19393979,14.64772753,387.6000061,26.70000076,0.03030303,4,132
"Rio Grande do Sul","RS",1997,20.76969724,25.87348525,15.71212151,343.3999939,38.79999924,0.007575758,1,132
"Rio Grande do Sul","RS",1998,20.02348519,24.925758,15.17121239,476.3000183,61.70000076,0,0,132
"Rio Grande do Sul","RS",1999,20.11742457,25.5068186,14.77954571,246.6000061,6.800000191,0.053030303,7,132
"Rio Grande do Sul","RS",2000,20.00454581,25.17651554,14.88030325,359.1000061,39.5,0.007575758,1,132
"Rio Grande do Sul","RS",2001,20.92878816,25.96969727,15.94090943,340.8999939,39.79999924,0.007575758,1,132
"Rio Grande do Sul","RS",2002,20.83636396,25.77500041,15.95227307,388,62.40000153,0,0,132
"Rio Grande do Sul","RS",2003,20.42878824,25.83863679,15.05757607,325,21.30000114,0.037878788,5,132
"Rio Grande do Sul","RS",2004,20.21060637,25.60227332,14.86515184,285,27.80000114,0.037878788,5,132
"Rio Grande do Sul","RS",2005,20.50378823,25.76439434,15.29166696,368,19,0.068181818,9,132
"Rio Grande do Sul","RS",2006,20.85606103,26.39772775,15.36212151,292.2000122,38.10000229,0.007575758,1,132
"Rio Grande do Sul","RS",2007,20.28484883,25.50378829,15.1098488,268.7000122,12.19999981,0.060606061,8,132
"Rio Grande do Sul","RS",2008,20.3439397,25.91515189,14.81590939,342.2000122,38.5,0.007575758,1,132
"Rio Grande do Sul","RS",2009,20.40454584,25.87651561,14.98106088,366.7000122,23.30000114,0.015151515,2,132
"Rio Grande do Sul","RS",2010,20.20909128,25.47727316,14.98787905,299,21.10000038,0.037878788,5,132
"Rio Grande do Sul","RS",2011,20.42197002,25.74318221,15.15227303,441.8000183,21.89999962,0.022727273,3,132
"Rio Grande do Sul","RS",2012,21.14393971,26.57272771,15.76742451,342.1000061,33.20000076,0.015151515,2,132
"Rio Grande do Sul","RS",2013,20.1340912,25.51969748,14.79545478,264.2000122,44.5,0,0,132
"Rio Grande do Sul","RS",2014,21.11590945,26.15378835,16.12500028,359.3000183,16.5,0.03030303,4,132
"Rio Grande do Sul","RS",2015,20.95757614,25.90833362,16.05530331,400.2000122,49.20000076,0,0,132
"Rio Grande do Sul","RS",2016,20.16136398,25.29621259,15.07878814,295.8999939,40.79999924,0,0,132
"Rio Grande do Sul","RS",2017,21.10227315,26.2189398,16.03257608,505.3999939,6.300000191,0.053030303,7,132
"Rondonia","RO",1991,26.07537916,31.36553079,20.83825798,495.8000183,0,0.246212121,65,264
"Rondonia","RO",1992,26.07803071,31.25757618,20.95037916,349,0,0.204545455,54,264
"Rondonia","RO",1993,25.94128827,31.28712172,20.64734876,408.7000122,0,0.227272727,60,264
"Rondonia","RO",1994,26.2678034,31.69280354,20.89507611,507.3000183,0,0.223484848,59,264
"Rondonia","RO",1995,26.24924278,31.63522772,20.90909128,345.7000122,0,0.246212121,65,264
"Rondonia","RO",1996,25.97992456,31.36250048,20.64545494,379.3999939,0,0.25,66,264
"Rondonia","RO",1997,26.22916706,31.62083387,20.88560645,377.8999939,0,0.242424242,64,264
"Rondonia","RO",1998,26.48636408,31.89431876,21.12613669,342.2000122,0,0.265151515,70,264
"Rondonia","RO",1999,25.73863675,31.14431875,20.38295496,340.3000183,0,0.204545455,54,264
"Rondonia","RO",2000,25.96250034,31.37916707,20.59848525,441.5,0,0.231060606,61,264
"Rondonia","RO",2001,26.0503791,31.46060666,20.68939426,435.6000061,0,0.196969697,52,264
"Rondonia","RO",2002,26.27272766,31.69356101,20.90303071,542.7999878,0,0.272727273,72,264
"Rondonia","RO",2003,25.89848521,31.3174247,20.52689435,373.1000061,0,0.178030303,47,264
"Rondonia","RO",2004,26.37272765,31.77803084,21.01287917,494,0,0.25,66,264
"Rondonia","RO",2005,26.31060643,31.70909145,20.96136397,377.3000183,0,0.231060606,61,264
"Rondonia","RO",2006,26.1609852,31.59318235,20.7806822,410.3000183,0,0.231060606,61,264
"Rondonia","RO",2007,26.02197008,31.46969751,20.62878823,410.3000183,0,0.299242424,79,264
"Rondonia","RO",2008,25.88295493,31.32159146,20.49659127,429.5,0,0.227272727,60,264
"Rondonia","RO",2009,26.17007612,31.47803079,20.91098525,396.5,0,0.212121212,56,264
"Rondonia","RO",2010,26.29242462,31.6916671,20.94318216,349.2000122,0,0.227272727,60,264
"Rondonia","RO",2011,26.26666706,31.65606113,20.92613679,342,0,0.227272727,60,264
"Rondonia","RO",2012,26.23901552,31.5765157,20.95189433,358.8999939,0,0.223484848,59,264
"Rondonia","RO",2013,26.15265188,31.4371217,20.91553073,414.6000061,0,0.227272727,60,264
"Rondonia","RO",2014,26.5511367,31.80795501,21.34242467,443.8000183,0,0.208333333,55,264
"Rondonia","RO",2015,26.87613673,32.22007639,21.58447008,342,0,0.223484848,59,264
"Rondonia","RO",2016,26.41666706,31.82992476,21.05606099,342,0,0.231060606,61,264
"Rondonia","RO",2017,26.36363678,31.61098542,21.16590943,381.5,0,0.223484848,59,264
"Roraima","RR",1991,25.41744823,30.44453171,20.44244824,627.6000366,15.80000019,0.0390625,15,384
"Roraima","RR",1992,25.10677132,30.18385457,20.08072952,481.6000061,8.400000572,0.0859375,33,384
"Roraima","RR",1993,25.10625036,30.14609416,20.11979205,637.2999878,18.10000038,0.013020833,5,384
"Roraima","RR",1994,25.11145865,30.16354206,20.11067748,559.6000366,17.30000114,0.046875,18,384
"Roraima","RR",1995,25.83776073,30.90468796,20.82708367,965.2000122,4,0.065104167,25,384
"Roraima","RR",1996,25.58437538,30.61458375,20.60677123,694.9000244,8.699999809,0.028645833,11,384
"Roraima","RR",1997,25.71848999,30.79583381,20.69218783,561.2000122,9.100000381,0.033854167,13,384
"Roraima","RR",1998,26.13802125,31.29739633,21.02916703,706.9000244,0.699999988,0.096354167,37,384
"Roraima","RR",1999,25.50312539,30.63020887,20.4239587,703,31.70000076,0.0078125,3,384
"Roraima","RR",2000,25.61822952,30.75208377,20.53932326,616,37.90000153,0.002604167,1,384
